body_type,sex,diet,how_often_shower,heating_energy_source,transport,vehicle_type,social_activity,monthly_grocery_bill,frequency_of_traveling_by_air,vehicle_monthly_distance_km,waste_bag_size,waste_bag_weekly_count,how_long_tv_pc_daily_hour,how_many_new_clothes_monthly,how_long_internet_daily_hour,energy_efficiency,transport_distance_interaction,energy_efficiency_heating,carbonemission
0,0,1,0,2,0,1,1,174,0,7427,0,4,8,48,22,0,0,0,2369
0,0,0,3,0,0,0,2,229,3,3436,0,6,4,48,1,0,0,0,4040
2,0,2,3,2,1,4,0,253,3,1197,2,3,13,43,21,1,1197,2,2794
1,0,3,2,3,0,2,2,54,1,6130,0,7,20,10,3,1,0,3,2617
0,1,3,0,2,1,4,1,135,1,952,0,5,13,35,14,1,952,2,1948
2,1,3,1,1,0,1,1,118,0,5351,2,2,9,1,17,1,0,1,1374
3,0,2,2,2,1,4,0,202,0,233,1,1,21,14,8,0,233,0,1438
2,0,2,0,1,1,4,0,276,2,1960,1,5,19,47,8,2,1960,2,1877
2,0,1,3,2,1,4,1,172,0,465,1,4,21,21,22,1,465,2,2262
2,1,3,0,0,2,4,0,290,2,23,3,7,8,5,10,2,46,0,1250
3,1,1,2,1,0,2,0,199,3,8052,3,7,15,49,8,1,0,1,3589
1,0,2,1,2,1,4,0,240,0,1934,3,4,9,36,11,2,1934,4,2053
3,0,2,1,1,2,4,0,193,0,61,0,3,10,38,3,2,122,2,1630
0,1,0,1,3,0,0,1,62,0,8304,1,6,3,35,24,0,0,0,4464
2,1,3,3,1,1,4,1,172,0,1529,2,2,7,42,6,0,1529,0,2449
0,0,0,0,3,1,4,0,188,0,1878,3,7,24,36,24,0,1878,0,2107
1,0,2,1,1,1,4,0,283,2,438,2,4,5,3,2,1,438,1,699
2,1,3,2,1,0,1,2,204,2,9872,3,7,5,1,23,0,0,0,1052
2,1,2,3,1,0,0,2,254,3,6741,1,4,2,45,18,0,0,0,5005
1,0,0,1,2,0,5,2,257,1,1568,2,6,8,24,24,0,0,0,2450
2,0,2,3,2,1,4,1,178,1,866,2,6,11,32,20,1,866,2,1539
2,1,3,1,0,0,0,0,150,0,4240,3,5,22,44,20,0,0,0,3831
1,0,2,3,1,2,4,1,104,3,24,0,2,20,29,8,1,48,1,2556
1,0,3,3,0,1,4,2,92,2,1550,0,5,20,32,20,1,1550,0,2317
3,1,3,2,2,0,2,0,70,1,3477,1,5,4,30,0,0,0,0,1681
1,0,1,0,1,0,3,2,295,1,3514,1,4,15,31,12,0,0,0,2542
2,1,1,3,2,1,4,0,51,0,1601,1,4,19,2,23,2,1601,4,2207
2,0,0,0,2,2,4,1,116,2,86,3,6,12,43,14,1,172,2,1605
2,0,3,0,2,0,2,0,242,0,9258,0,7,22,44,20,1,0,2,4270
2,0,1,2,2,1,4,1,83,2,1328,1,7,19,4,7,0,1328,0,1901
3,1,3,3,3,2,4,1,240,0,92,3,2,5,21,23,2,184,6,1875
2,1,0,3,2,2,4,1,127,1,30,1,3,24,2,9,2,60,4,1234
2,1,1,0,2,0,3,0,128,1,2537,0,3,8,10,21,1,0,2,2029
0,0,0,2,3,2,4,2,71,0,87,1,2,2,17,23,0,174,0,1555
0,1,2,3,3,2,4,2,277,2,20,0,3,16,38,13,1,40,3,1794
0,1,1,2,2,1,4,1,256,1,448,1,3,24,23,6,1,448,2,1767
3,0,3,3,2,1,4,2,136,0,668,3,5,8,38,0,2,668,4,1474
1,0,1,2,1,2,4,1,206,3,16,3,4,15,24,11,2,32,2,2109
0,0,0,0,3,0,3,1,288,1,7878,3,3,7,28,15,2,0,6,3180
0,0,2,1,0,0,1,2,281,2,7510,2,1,14,5,21,2,0,0,1024
1,1,0,0,3,0,2,2,243,0,9513,2,4,16,2,22,2,0,6,3953
3,1,0,2,0,2,4,2,77,3,15,0,1,22,10,20,2,30,0,2306
0,0,2,1,3,1,4,1,162,0,593,1,7,9,25,12,1,593,3,2176
3,1,0,1,2,1,4,1,298,1,146,0,7,17,22,9,2,146,4,2114
0,1,0,3,3,2,4,1,276,3,76,2,4,19,30,14,1,152,3,2940
1,1,3,3,1,0,2,1,86,2,7191,1,1,15,17,2,2,0,2,2479
2,1,0,3,3,2,4,2,76,0,74,2,5,5,35,12,1,148,3,2164
1,1,1,0,0,0,2,2,94,0,6425,0,4,10,4,10,0,0,0,3586
0,0,2,0,3,0,5,0,214,0,4684,0,7,9,44,13,2,0,6,3600
2,0,2,0,2,0,3,1,263,2,2217,1,5,3,13,12,0,0,0,1914
1,1,2,3,0,0,0,0,62,1,8713,0,4,3,28,11,2,0,0,4887
0,0,0,3,2,1,4,0,77,1,614,2,7,1,17,16,0,614,0,1110
1,1,3,1,3,0,2,0,101,1,2703,2,1,22,16,24,2,0,6,1575
3,0,1,2,1,0,3,2,168,0,7491,1,2,17,50,3,0,0,0,3312
1,1,0,1,1,0,0,0,291,2,5944,1,2,9,32,14,1,0,1,3367
3,0,1,2,2,2,4,0,97,3,17,2,5,15,5,24,2,34,4,1999
3,0,3,2,3,0,1,2,122,0,1824,0,1,21,42,12,0,0,0,1651
2,1,1,2,0,1,4,2,130,2,580,1,3,8,37,17,0,580,0,2325
0,1,2,0,3,2,4,2,100,3,60,3,3,15,20,22,0,120,0,2106
2,1,0,0,3,2,4,2,172,1,87,2,2,6,32,3,0,174,0,1341
1,1,3,2,1,0,5,2,255,2,7874,0,3,1,3,5,0,0,0,4663
3,0,1,2,1,1,4,0,263,1,1318,2,4,10,32,15,2,1318,2,877
0,1,1,2,3,0,0,1,240,0,2851,2,7,17,8,7,1,0,3,2901
0,0,0,0,0,0,3,2,75,1,9486,0,3,21,3,20,1,0,0,3656
1,1,1,1,2,2,4,0,139,1,96,1,6,8,0,4,2,192,4,1393
2,1,0,3,0,2,4,1,79,2,25,3,3,9,31,11,2,50,0,1596
2,1,2,2,2,1,4,2,167,0,583,0,7,16,28,23,1,583,2,2923
3,1,3,3,0,0,5,0,181,2,5497,1,1,11,20,3,2,0,0,3308
2,0,1,0,1,2,4,2,248,2,10,0,6,11,7,13,1,20,1,1511
3,0,0,1,2,0,1,1,86,2,9629,1,2,23,12,4,2,0,4,1103
0,1,2,0,3,0,2,2,201,3,9072,3,6,20,1,19,0,0,0,3877
0,1,2,1,1,2,4,2,131,0,89,3,2,17,14,16,2,178,2,1242
1,1,0,3,2,0,0,2,127,1,9318,2,7,5,12,24,2,0,4,4617
0,1,3,1,2,1,4,2,124,2,963,0,7,21,37,6,2,963,4,2096
2,1,0,0,2,0,1,0,168,2,1308,0,3,8,31,9,2,0,4,1737
3,0,3,2,1,2,4,1,108,0,28,0,1,8,45,17,2,56,2,1433
1,0,0,3,1,2,4,1,150,0,3,0,6,20,1,4,0,6,0,2175
0,1,2,0,3,1,4,0,63,3,1962,3,7,12,38,7,1,1962,3,2838
3,1,0,3,1,0,3,0,235,3,1020,0,7,23,1,21,1,0,1,2994
2,0,0,2,2,2,4,0,252,1,71,3,4,23,34,9,1,142,2,1384
3,0,3,3,0,0,1,2,223,1,7107,0,4,9,43,20,2,0,0,1687
2,0,2,2,1,1,4,0,167,0,911,1,2,16,48,16,1,911,1,1874
0,1,2,1,2,1,4,0,152,2,1488,2,3,24,27,11,1,1488,2,1444
0,0,1,2,2,2,4,0,133,2,44,1,1,10,39,15,2,88,4,1411
3,1,2,0,2,0,2,1,167,2,7375,1,4,22,10,23,1,0,2,2545
1,0,3,3,3,1,4,0,64,2,842,2,3,14,34,24,0,842,0,1621
0,0,2,1,3,1,4,1,216,0,1656,3,6,19,36,21,0,1656,0,1851
0,0,3,1,0,1,4,0,91,1,1686,1,4,11,25,7,2,1686,0,1383
2,1,2,0,2,2,4,1,235,2,69,1,1,3,36,5,1,138,2,1633
0,0,2,3,0,1,4,1,251,3,737,1,3,10,30,20,0,737,0,2694
2,0,2,3,1,0,3,2,131,3,6260,0,5,8,17,8,0,0,0,4009
3,1,1,0,2,0,3,1,173,2,3271,0,6,18,11,18,1,0,2,2696
2,0,2,0,2,0,0,2,131,0,8754,1,6,22,3,17,0,0,0,3959
1,1,3,0,2,2,4,1,184,0,15,0,2,5,3,24,1,30,2,2404
1,0,3,3,2,0,5,2,283,1,8731,1,3,24,38,19,2,0,4,5346
0,0,3,2,0,1,4,0,276,0,1572,1,2,14,42,9,2,1572,0,2059
3,1,3,2,3,1,4,0,115,0,1004,3,1,10,27,0,1,1004,3,1373
2,1,0,0,0,0,2,0,228,3,9936,3,1,5,40,3,1,0,0,4914
1,1,3,1,2,2,4,0,97,2,87,2,4,19,41,3,1,174,2,1526
2,1,0,2,0,2,4,2,60,2,10,2,5,2,9,9,2,20,0,1615
3,0,3,0,2,2,4,2,109,2,8,0,1,12,17,7,0,16,0,1107
0,1,2,0,1,2,4,1,254,1,73,3,7,16,4,20,0,146,0,925
1,1,1,1,0,1,4,0,104,0,643,1,3,18,2,20,1,643,0,2548
0,1,1,3,1,1,4,2,83,0,343,2,6,8,33,18,0,343,0,1986
3,0,0,1,1,2,4,1,162,0,60,2,4,4,22,19,1,120,1,1448
3,0,3,3,1,2,4,2,181,3,16,3,3,6,39,0,2,32,2,1936
2,0,2,3,3,0,1,1,125,0,5674,3,3,4,21,17,0,0,0,1809
1,1,3,0,1,1,4,0,150,1,1425,1,2,8,23,9,0,1425,0,897
3,0,2,0,1,1,4,1,73,1,316,2,3,23,37,20,1,316,1,982
3,0,0,0,3,0,3,1,186,1,3881,2,4,23,34,15,1,0,3,2166
2,0,3,3,0,0,3,2,273,2,1019,0,1,6,37,24,1,0,0,1921
0,0,0,0,0,0,2,2,74,0,2825,1,6,20,10,11,1,0,0,2180
0,1,0,3,3,2,4,2,290,2,87,3,1,22,25,21,2,174,6,1468
0,1,1,3,1,2,4,1,117,2,56,1,7,2,20,24,0,112,0,1793
2,1,1,0,1,1,4,0,136,2,1427,3,4,15,20,15,1,1427,1,1277
1,1,2,2,3,0,3,1,289,0,5380,3,5,8,14,24,2,0,6,4255
0,1,1,0,0,1,4,0,291,0,880,3,3,13,39,17,0,880,0,2352
3,1,0,3,1,1,4,2,175,0,1488,3,3,9,25,5,2,1488,2,1592
2,0,0,2,0,2,4,2,193,3,55,1,7,14,34,14,1,110,0,3657
3,1,0,2,3,2,4,0,288,3,37,0,2,0,46,6,2,74,6,2693
3,0,0,0,3,2,4,0,248,3,7,1,2,19,47,16,1,14,3,2558
3,0,3,2,2,0,3,1,272,3,9664,3,2,15,22,23,2,0,4,4497
1,1,0,2,3,2,4,1,239,1,50,0,1,23,37,20,2,100,6,2241
3,0,0,0,1,0,3,0,92,2,1363,0,6,23,7,1,0,0,0,1434
0,0,2,1,1,1,4,2,298,2,1664,1,1,4,35,7,2,1664,2,1101
2,0,2,1,0,1,4,0,95,2,1110,2,4,9,49,10,0,1110,0,1816
0,1,3,2,0,0,3,1,176,1,7243,1,5,17,7,10,2,0,0,3575
3,0,2,2,3,1,4,1,200,0,337,2,2,21,7,6,0,337,0,1499
2,0,2,0,1,2,4,2,65,0,88,2,5,23,44,16,1,176,1,1703
1,0,1,1,3,0,5,1,180,3,8977,1,1,12,19,1,2,0,6,5667
2,1,1,1,1,2,4,2,131,2,64,1,7,20,29,21,2,128,2,1884
1,0,3,3,2,2,4,1,69,3,50,0,3,21,22,22,0,100,0,3060
0,0,1,3,1,2,4,2,199,3,95,1,2,15,26,9,0,190,0,2009
1,0,2,3,2,0,2,0,119,3,4842,3,7,10,41,6,1,0,2,3299
3,1,3,2,1,2,4,2,155,0,60,0,6,5,32,22,1,120,1,2277
2,1,0,1,3,1,4,1,117,3,1436,1,2,9,34,5,0,1436,0,3295
2,0,2,2,3,0,5,0,59,0,7300,3,3,13,38,6,0,0,0,4584
1,1,1,2,2,2,4,0,146,0,18,0,5,22,1,17,1,36,2,2384
1,0,0,2,1,1,4,0,222,1,1153,1,1,7,14,10,1,1153,1,876
1,1,1,2,2,0,0,0,198,3,1335,0,3,14,39,16,0,0,0,4063
3,1,1,0,3,2,4,2,206,1,65,1,2,11,12,5,0,130,0,1164
1,0,2,1,3,1,4,0,227,1,1783,0,7,24,36,18,1,1783,3,2129
3,0,2,0,2,2,4,0,142,3,31,2,6,11,31,6,2,62,4,2193
3,0,3,0,2,1,4,0,188,0,309,2,7,6,20,24,0,309,0,1801
1,0,0,1,3,1,4,2,215,3,1894,1,4,16,33,16,0,1894,0,3404
0,0,2,3,0,0,2,1,169,2,8111,2,6,15,6,13,0,0,0,2347
0,0,3,1,2,0,2,1,145,3,3825,3,3,16,34,9,0,0,0,2864
2,0,1,2,3,1,4,1,235,1,1424,1,3,7,2,8,1,1424,3,1302
0,0,0,0,3,0,2,1,235,3,4685,0,2,3,34,18,0,0,0,3370
3,1,3,0,0,1,4,2,198,1,446,1,4,13,44,14,1,446,0,2057
2,0,3,2,1,0,2,1,131,3,6808,0,7,14,3,2,2,0,2,3549
0,1,0,0,2,0,3,1,158,0,6469,1,3,5,21,18,2,0,4,3792
3,0,2,2,0,1,4,1,291,3,1735,0,6,15,22,1,1,1735,0,2897
3,1,0,3,1,1,4,1,65,1,93,2,7,16,2,3,0,93,0,961
3,0,3,0,1,2,4,1,73,2,15,2,1,5,27,17,0,30,0,1023
3,1,3,1,0,0,1,1,223,1,8848,2,6,10,47,2,0,0,0,2070
0,1,2,3,0,2,4,2,118,1,11,1,2,2,9,0,1,22,0,1059
3,1,3,1,0,1,4,2,223,0,1690,2,4,4,34,1,2,1690,0,2220
2,1,2,0,1,1,4,0,145,0,1724,2,7,4,9,4,0,1724,0,1897
2,1,1,1,1,2,4,2,237,2,95,2,7,14,33,15,2,190,2,2007
3,1,2,1,1,0,2,2,50,1,5902,0,6,13,28,19,2,0,2,2357
2,0,0,0,1,2,4,0,164,1,3,2,6,18,24,3,0,6,0,990
0,0,1,3,1,0,1,0,277,3,2883,1,2,9,43,0,1,0,1,2161
0,0,0,1,2,2,4,0,275,2,12,2,7,10,23,19,2,24,4,1603
2,1,1,1,3,2,4,0,204,3,51,1,4,22,18,10,2,102,6,2592
0,1,3,3,2,2,4,0,192,2,30,0,2,7,8,8,0,60,0,1148
2,1,1,3,2,2,4,0,290,3,11,0,6,16,15,23,2,22,4,3194
2,1,2,2,1,0,5,2,195,0,2829,3,7,13,2,5,0,0,0,2573
1,0,3,3,0,0,1,0,280,1,8948,1,5,23,6,11,2,0,0,1460
1,0,0,1,3,1,4,1,291,1,137,2,4,7,35,14,1,137,3,1858
1,1,0,1,0,1,4,1,177,3,743,1,7,11,6,16,2,743,0,3929
2,1,2,1,3,0,0,0,188,0,553,0,3,4,14,0,1,0,3,1929
1,1,3,1,3,0,0,0,126,3,180,3,4,18,39,0,1,0,3,3227
1,0,0,1,0,1,4,1,283,2,453,0,5,3,8,21,1,453,0,2305
1,1,3,2,2,1,4,0,241,0,1400,0,3,4,47,4,2,1400,4,2743
3,1,0,3,2,2,4,0,59,2,42,2,6,4,19,16,0,84,0,1442
0,0,0,3,2,2,4,0,72,2,73,1,6,7,46,4,0,146,0,1576
3,1,0,3,1,2,4,1,282,3,43,2,4,7,10,19,1,86,1,2469
3,1,1,3,3,0,1,0,211,2,9514,3,5,23,48,9,1,0,3,1616
1,0,0,3,3,2,4,0,148,2,74,0,1,12,35,3,0,148,0,1714
3,1,2,2,1,0,3,0,57,1,3147,2,1,3,46,21,0,0,0,1626
0,1,3,3,0,2,4,0,201,3,6,1,4,3,6,17,0,12,0,2662
1,1,0,1,1,2,4,0,154,1,85,3,2,2,2,20,2,170,2,485
3,0,1,2,1,2,4,2,265,1,46,3,4,11,6,9,0,92,0,623
1,0,3,0,2,2,4,2,141,0,37,1,4,15,11,14,2,74,4,1867
1,1,0,0,1,0,2,0,160,0,9408,1,7,21,23,7,0,0,0,4787
3,0,0,0,0,2,4,0,155,1,57,3,6,19,37,24,2,114,0,1233
3,0,2,1,0,2,4,1,161,0,22,1,6,8,45,10,0,44,0,2293
3,0,0,1,0,1,4,0,242,2,243,2,3,17,24,8,1,243,0,1206
0,1,0,3,2,0,1,1,186,3,122,2,3,7,2,19,1,0,2,2474
3,0,1,2,3,1,4,0,198,3,1030,0,1,7,3,14,1,1030,3,1922
0,0,0,0,3,2,4,2,279,0,20,0,5,17,41,22,0,40,0,2672
2,1,1,1,2,0,0,2,90,0,3428,2,3,3,19,21,2,0,4,2679
1,1,0,1,3,2,4,2,222,1,48,1,4,7,12,15,2,96,6,1908
2,1,0,2,1,2,4,2,297,1,31,1,2,0,12,17,2,62,2,1264
3,0,2,0,3,0,0,2,105,2,1122,0,2,11,10,11,2,0,6,1302
2,0,0,3,2,1,4,1,148,2,379,1,1,8,22,18,2,379,4,1353
0,1,0,2,0,0,5,2,284,3,6645,1,6,19,33,2,1,0,0,6160
3,1,1,3,0,0,5,1,248,0,8241,3,6,23,5,18,1,0,0,4680
0,0,1,1,1,2,4,2,73,1,33,3,3,8,43,1,2,66,2,960
3,0,1,0,0,0,5,1,87,0,1262,1,5,4,6,9,1,0,0,2032
2,1,1,3,3,1,4,0,175,3,1777,3,5,14,9,22,0,1777,0,2930
0,1,0,3,2,1,4,2,150,0,1794,0,5,7,18,19,0,1794,0,2288
2,0,3,1,0,1,4,0,65,3,420,1,4,6,24,2,0,420,0,2808
2,1,0,1,3,2,4,2,88,2,96,1,4,24,30,11,0,192,0,1673
3,0,0,1,3,2,4,0,127,1,57,2,2,14,49,16,2,114,6,991
2,1,0,0,3,0,5,2,83,2,3362,0,7,19,3,0,2,0,6,3301
1,1,2,0,2,1,4,0,112,1,1451,3,4,5,24,21,1,1451,2,1210
2,0,3,2,0,2,4,0,243,2,36,0,2,13,38,11,1,72,0,1917
2,0,0,1,3,0,3,2,173,3,1955,1,4,24,18,15,1,0,3,3268
0,1,1,1,2,2,4,2,260,1,68,0,3,21,40,21,2,136,4,1725
0,0,2,1,1,2,4,2,72,3,92,0,4,18,3,0,0,184,0,1841
0,0,2,0,1,2,4,1,255,3,55,2,1,19,2,21,0,110,0,1853
2,1,0,0,2,0,3,1,75,3,9895,1,6,17,4,9,1,0,2,5935
2,1,2,3,0,1,4,0,243,2,1219,1,5,10,46,4,2,1219,0,2382
3,0,1,1,0,0,5,0,244,0,2972,3,5,17,16,15,0,0,0,2635
0,0,1,3,1,0,1,1,138,1,1246,0,2,10,33,12,0,0,0,1141
3,1,3,1,2,2,4,1,232,2,52,2,1,12,43,22,0,104,0,1460
1,0,3,3,1,2,4,1,131,3,34,3,6,20,15,6,1,68,1,1991
1,0,2,3,3,2,4,1,113,1,42,2,3,20,1,7,0,84,0,783
1,1,2,3,2,1,4,2,177,3,296,2,7,2,30,19,2,296,4,3536
2,0,0,1,1,0,2,2,253,3,9832,3,5,15,17,0,2,0,2,3738
2,0,0,2,0,2,4,2,107,2,50,2,3,8,43,14,2,100,0,1650
3,0,0,0,3,2,4,0,262,3,2,3,6,1,1,19,0,4,0,1959
2,0,1,2,1,2,4,2,206,3,6,0,7,6,19,20,0,12,0,2986
1,1,2,3,2,2,4,2,212,1,24,2,6,9,32,14,0,48,0,2033
0,0,0,2,0,2,4,2,276,0,32,2,6,18,16,14,2,64,0,2176
3,0,0,1,1,0,3,2,178,3,9071,2,4,23,11,14,0,0,0,4050
0,1,2,2,0,0,3,0,187,3,1617,2,4,13,14,12,1,0,0,2947
0,0,1,2,3,2,4,1,58,2,54,1,4,5,9,14,1,108,3,1070
0,1,2,3,1,0,5,0,257,3,9385,2,2,10,41,3,1,0,1,5449
1,1,1,1,1,1,4,2,205,1,432,2,4,23,17,12,0,432,0,1159
0,1,0,0,3,1,4,2,84,0,26,2,3,24,45,3,1,26,3,2011
1,1,2,0,3,0,5,2,166,2,4195,2,2,21,43,5,2,0,6,3422
0,1,1,2,2,0,0,0,99,3,9346,2,1,20,14,2,0,0,0,4401
2,1,0,2,0,1,4,2,108,1,1364,0,1,16,17,22,1,1364,0,1484
2,1,2,2,3,2,4,1,130,2,64,2,5,14,6,15,1,128,3,1520
0,1,2,3,1,2,4,1,171,0,74,0,2,24,42,20,2,148,2,2079
2,0,0,2,2,1,4,1,100,1,448,1,3,18,43,10,2,448,4,1586
2,1,1,3,3,0,0,2,120,3,8975,1,3,6,30,13,0,0,0,5477
1,1,3,1,1,0,1,0,180,3,661,3,1,4,21,8,2,0,2,2207
1,1,3,1,2,0,3,1,190,2,2148,1,2,18,12,21,0,0,0,2389
0,1,3,0,0,2,4,0,293,3,95,0,2,20,8,18,0,190,0,2716
0,0,1,3,0,0,3,2,64,0,7893,3,5,19,48,6,2,0,0,3923
3,0,3,0,0,0,2,1,183,2,8691,1,1,5,26,1,2,0,0,2421
3,0,1,1,2,1,4,2,230,3,1159,1,3,4,18,20,1,1159,2,2334
1,0,2,2,0,2,4,1,209,2,13,3,4,11,26,20,0,26,0,1866
3,1,3,2,0,1,4,0,176,0,1798,2,4,7,0,24,0,1798,0,1680
3,1,2,1,0,2,4,0,180,3,67,0,2,13,48,7,0,134,0,2958
1,1,3,3,1,1,4,2,100,3,1660,0,2,1,38,0,2,1660,2,2701
0,0,1,2,0,1,4,1,238,0,654,1,2,10,4,21,2,654,0,1877
1,0,2,3,3,0,0,1,166,3,9722,3,3,14,21,16,0,0,0,5186
1,0,3,3,3,1,4,2,201,2,1263,1,1,16,47,13,2,1263,6,1644
0,0,1,2,0,1,4,2,263,2,600,2,1,7,0,13,0,600,0,1152
3,1,1,1,3,2,4,1,286,2,8,2,3,22,40,14,1,16,3,1611
3,1,0,3,3,1,4,0,214,2,1536,0,7,9,50,6,0,1536,0,2579
2,0,2,0,1,2,4,1,113,1,50,3,4,3,7,5,0,100,0,590
1,1,2,3,3,2,4,2,73,3,66,1,4,15,21,7,2,132,6,3093
0,1,3,2,2,1,4,1,243,1,1601,1,3,9,31,23,2,1601,4,1647
1,1,2,2,2,0,1,0,74,1,6022,0,6,24,12,20,2,0,4,2002
1,0,0,0,1,0,1,2,212,3,6826,1,7,0,26,18,2,0,2,3197
3,1,2,2,0,0,3,0,238,1,9839,3,2,10,37,4,2,0,0,3931
0,1,2,2,1,1,4,1,232,0,618,0,4,9,17,24,1,618,1,2166
2,1,1,2,1,0,1,0,132,2,6775,3,3,11,29,21,0,0,0,1172
3,1,1,2,2,0,2,2,275,1,5792,2,1,3,19,20,2,0,4,1846
0,0,3,3,0,2,4,0,166,1,88,0,3,14,0,23,0,176,0,1351
1,0,3,3,1,2,4,1,50,2,39,3,2,24,20,6,2,78,2,803
3,1,0,0,1,2,4,0,166,1,68,3,3,20,41,12,0,136,0,1098
3,0,3,1,0,1,4,1,253,0,1824,1,3,18,11,15,0,1824,0,1761
3,1,2,0,0,0,1,2,88,2,6775,3,7,10,27,24,1,0,0,1808
0,0,2,0,1,2,4,0,173,3,90,2,3,15,29,9,2,180,2,1873
2,0,3,2,3,0,1,1,253,2,1315,2,5,16,7,10,1,0,3,1153
0,0,1,3,3,2,4,0,165,0,94,2,3,24,31,8,0,188,0,1637
3,0,0,0,0,1,4,1,109,3,1931,1,3,20,11,13,0,1931,0,2245
0,0,1,1,3,1,4,2,157,0,465,2,6,9,32,6,0,465,0,1942
2,0,0,3,3,1,4,0,267,0,766,1,7,16,30,20,0,766,0,2836
2,1,1,0,0,2,4,1,85,0,44,3,2,16,1,14,0,88,0,1928
0,0,2,0,2,1,4,1,151,2,1740,0,6,13,25,5,1,1740,2,1788
1,0,1,1,0,1,4,2,298,1,1168,1,5,2,19,16,0,1168,0,1887
2,1,1,0,0,2,4,0,259,0,62,2,5,7,42,17,2,124,0,2983
0,1,1,0,1,2,4,0,253,1,54,1,7,19,19,6,1,108,1,1522
0,0,1,2,2,0,5,0,216,2,8921,3,5,22,35,10,0,0,0,4184
1,0,3,3,1,2,4,0,94,1,32,0,4,11,2,17,1,64,1,737
0,1,1,0,2,1,4,2,147,2,674,2,2,12,5,9,0,674,0,1256
2,0,0,0,3,2,4,0,123,2,4,2,6,11,25,19,1,8,3,1756
0,1,2,1,0,2,4,2,124,2,13,3,7,12,36,14,1,26,0,1747
1,1,3,1,1,0,3,1,201,2,3929,2,1,20,3,9,2,0,2,2020
0,1,2,2,3,1,4,0,98,2,455,0,6,15,23,23,1,455,3,1740
0,1,2,0,1,1,4,1,52,2,795,2,1,12,47,7,2,795,2,1281
3,0,0,0,0,2,4,1,87,0,83,1,4,11,15,9,1,166,0,1809
2,0,1,0,3,0,1,2,281,2,7298,1,2,1,44,21,2,0,6,1968
0,1,3,3,0,2,4,2,97,1,90,2,4,5,25,1,2,180,0,1332
0,0,3,2,0,2,4,2,251,1,93,1,4,23,16,20,2,186,0,1491
2,1,0,2,3,2,4,2,246,2,43,0,5,12,7,12,2,86,6,2062
0,1,3,2,0,2,4,1,107,1,10,0,6,20,2,6,0,20,0,1819
2,1,0,2,3,1,4,0,147,1,451,3,7,21,31,12,2,451,6,1615
2,1,1,0,0,2,4,2,175,1,92,1,1,10,36,9,2,184,0,1560
2,1,1,2,1,1,4,0,268,1,824,2,4,18,17,3,0,824,0,1140
0,0,0,1,0,0,2,1,145,1,6011,2,1,14,34,8,1,0,0,2152
0,0,1,1,1,2,4,1,171,1,8,2,4,7,8,2,2,16,2,774
1,1,3,3,2,0,1,1,237,1,6580,1,2,16,3,17,0,0,0,1379
2,1,1,0,1,0,1,2,262,2,3694,1,4,1,10,20,1,0,1,1511
0,0,1,2,0,1,4,0,171,0,287,0,6,2,7,8,2,287,0,1910
1,0,2,0,0,2,4,0,257,1,87,0,3,20,15,5,0,174,0,1517
2,0,0,3,2,2,4,0,164,1,88,3,5,17,41,9,2,176,4,1556
2,1,2,2,1,0,2,1,160,2,7368,0,3,13,2,16,0,0,0,2584
2,0,3,2,0,2,4,2,70,0,51,2,5,3,3,1,2,102,0,1857
2,1,3,1,1,1,4,1,131,3,1185,2,4,19,15,16,0,1185,0,2592
0,1,2,0,3,2,4,2,153,1,19,0,2,23,41,9,1,38,3,1354
0,1,3,0,0,0,2,0,299,1,5267,0,6,7,44,16,2,0,0,3376
3,0,1,1,2,0,2,1,222,3,5321,2,2,16,44,24,0,0,0,3386
0,0,3,1,3,2,4,0,116,1,52,1,1,15,33,4,0,104,0,920
0,0,1,1,0,2,4,0,143,2,69,1,3,8,32,21,1,138,0,1484
1,1,3,0,3,1,4,2,201,3,1759,2,3,17,1,23,1,1759,3,2861
1,0,0,3,1,2,4,0,229,0,81,1,5,8,22,6,0,162,0,2064
0,1,2,1,2,2,4,1,299,2,98,0,7,14,11,11,0,196,0,2132
1,1,2,1,1,1,4,1,191,1,118,0,2,7,7,0,0,118,0,865
2,1,1,0,3,1,4,2,194,0,192,0,4,22,11,22,1,192,3,2436
3,1,2,0,1,1,4,0,182,0,1843,1,3,24,14,18,2,1843,2,1757
2,1,3,0,0,0,1,2,109,0,1635,1,3,12,26,24,2,0,0,2501
2,1,3,3,3,1,4,1,158,3,1464,0,3,8,0,21,1,1464,3,2753
3,0,0,1,3,0,2,1,83,2,9658,1,2,17,1,5,2,0,6,2218
3,0,0,0,1,0,3,2,233,1,7843,3,1,0,26,23,1,0,1,2483
3,1,3,0,1,1,4,0,246,3,612,1,2,23,23,14,0,612,0,2106
1,1,2,3,1,2,4,2,89,3,37,1,5,20,18,4,1,74,1,3127
1,1,2,0,1,0,0,2,85,2,4226,3,7,15,32,12,0,0,0,3045
2,0,1,2,3,1,4,2,189,0,249,3,4,15,40,18,2,249,6,2023
2,1,2,2,0,1,4,2,182,1,1107,1,5,9,35,19,0,1107,0,2366
1,0,1,2,3,1,4,0,218,3,1704,0,7,4,43,21,0,1704,0,3933
3,0,1,3,0,1,4,2,58,1,420,2,5,5,11,14,1,420,0,1172
0,1,1,3,0,0,5,2,173,2,4472,3,4,12,0,23,2,0,0,2989
1,0,2,3,0,0,1,2,96,1,101,0,2,17,36,14,1,0,0,1650
